id,hash,disasternumber,state,incidenttype,declarationdate,incidentbegindate,incidentenddate,declarationtype,lastrefresh,declaration_year,declaration_month,declaration_quarter,declaration_month_sin,declaration_month_cos,declaration_quarter_sin,declaration_quarter_cos,incident_duration_days,days_to_declaration,region,state_disaster_frequency,wind_speed,flood_severity,rainfall_intensity,incident_severity_score,is_fire,is_severe_storm,is_flood,is_hurricane,is_tornado,is_snowstorm,is_biological,is_severe_ice_storm,is_typhoon,is_drought,severity_x_duration,severity_x_frequency,duration_x_days_to_declaration,total_obligated_amount,project_count,avg_project_cost,max_project_cost,log_total_obligated_amount,region_encoded
79bb1149-1d77-4b98-a7f9-397bf3cc5f3d,1d14b8042d22313701cbcf8a7bb652ca70b6b14b,1701,MA,Severe Storm,2007-05-16 00:00:00+00:00,2007-04-15 00:00:00+00:00,2007-04-25 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,10.0,31.0,Northeast,31,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.0,9.299999999999999,310.0,7948413.42,571.0,13920.16360770578,326133.31,15.888483022713753,1
94e843db-622e-4dc3-9123-12c794728ac3,587c2e92b9bb282b0593d1d16b13f1d2dd1d9df5,1702,SD,Severe Storm,2007-05-22 00:00:00+00:00,2007-05-04 00:00:00+00:00,2007-06-08 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,35.0,18.0,Midwest,46,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,10.5,13.799999999999999,630.0,5909837.06,1226.0,4820.421745513866,176465.8,15.592128987991638,0
8690cfea-6e5c-4d6f-ab8c-ee0231002a8f,f2b2a5d2cd7f066e17aec790a69dc315b6feb0f8,1703,KY,Severe Storm,2007-05-25 00:00:00+00:00,2007-04-14 00:00:00+00:00,2007-04-15 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.0,41.0,South,53,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,15.899999999999999,41.0,3201090.43,306.0,10461.079836601308,162531.64,14.979002381493165,3
263a9bfe-5a95-4beb-8345-f7eeef32bb12,d820f95c1cfa4dc4af82f264ae5e4b22819ebb69,1704,RI,Severe Storm,2007-05-25 00:00:00+00:00,2007-04-15 00:00:00+00:00,2007-04-16 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.0,40.0,Northeast,13,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,3.9,40.0,575197.44,20.0,28759.871999999996,455421.0,13.262470373285158,1
aff060e4-1c4d-42a0-98bf-b71aeef5bf47,e68117fa41885b2cee3f2e829341f61f390026e7,1705,IA,Severe Storm,2007-05-25 00:00:00+00:00,2007-05-05 00:00:00+00:00,2007-05-07 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,5,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,2.0,20.0,Midwest,39,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.6,11.7,40.0,11723545.13,766.0,15304.889203655353,414513.1,16.277109867166935,0
4ff251fc-a1cb-4ccb-bfe9-28769a5a8151,7ef3c48cbb0f682e3963a640ef06f33aa3cf0fc0,1706,NE,Severe Storm,2007-06-06 00:00:00+00:00,2007-05-04 00:00:00+00:00,2007-05-19 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,15.0,33.0,Midwest,37,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,4.5,11.1,495.0,5857153.09,426.0,13749.185657276996,410009.85,15.583174393416307,0
ec115be7-f833-410f-869d-b93d4f4a8c3c,efca32c84851e1796ea9f12511edbdfd1b62a6ae,1707,OK,Severe Storm,2007-06-07 00:00:00+00:00,2007-05-04 00:00:00+00:00,2007-05-11 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,7.0,34.0,South,99,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,2.1,29.7,238.0,5664828.1,536.0,10568.709141791043,290085.0,15.549787284292808,3
7ba02983-80d8-4dca-a270-c2a09ecf4bca,a0ca5099d6b96fc4200bd929056bba44ade4c9ca,1708,MO,Severe Storm,2007-06-11 00:00:00+00:00,2007-05-05 00:00:00+00:00,2007-05-18 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,13.0,37.0,Midwest,43,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.9,12.9,481.0,7318967.31,693.0,10561.280389610389,345476.25,15.805979934747512,0
148887aa-d7de-4594-bc0c-395e7e0fd17a,9219c7ee9f720d2ae405d8079e1cb46c42975f0c,1709,TX,Severe Storm,2007-06-29 00:00:00+00:00,2007-06-16 00:00:00+00:00,2007-08-03 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,6,2,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,48.0,13.0,South,226,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,14.399999999999999,67.8,624.0,63185325.87,4117.0,15347.419448627641,519806.63,17.96158266238303,3
bca7aad2-da7c-484e-ae72-ce9d9836a0f3,db20983fb251d870cd7ed6ce6fd95b2204511347,1710,NY,Severe Storm,2007-07-02 00:00:00+00:00,2007-06-19 00:00:00+00:00,2007-06-19 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,0.0,13.0,Northeast,74,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.0,22.2,0.0,12447804.13,138.0,90201.47920289855,2114313.89,16.337054870554123,1
3a6a7bbf-a1ed-46f7-bbdb-67736b39f291,61c827b325b6383830b3761ca01e7d4134460138,1711,KS,Severe Storm,2007-07-02 00:00:00+00:00,2007-06-26 00:00:00+00:00,2007-07-25 00:00:00+00:00,DR,2025-09-17T18:01:14.464Z,2007,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,29.0,6.0,Midwest,38,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,8.7,11.4,174.0,30962233.599999998,774.0,40002.885788113694,4448124.18,17.24827878108375,0
a867a0c3-3c23-492c-ab13-4f63de91ff3e,034cfba7a991cbe19d23b0dc38c51e0471d1f31f,1712,OK,Severe Storm,2007-07-07 00:00:00+00:00,2007-06-10 00:00:00+00:00,2007-07-25 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,45.0,27.0,South,100,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,13.5,30.0,1215.0,23327387.46,1905.0,12245.347748031496,737840.14,16.965138698597798,3
f2479725-2b52-4dab-9e7a-51eb26c5b0e9,98a4886feb934aefd8c793f83a93610858e6d5fe,1713,ND,Severe Storm,2007-07-17 00:00:00+00:00,2007-06-02 00:00:00+00:00,2007-06-18 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,16.0,45.0,Midwest,40,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,4.8,12.0,720.0,2844170.47,394.0,7218.706776649747,484737.89,14.860782359930264,0
a57b4945-f21f-4043-b522-eef090fdf7ca,c9e842e97002cc9d7c1d6b63829acdf4aeb6ffb1,1714,NE,Severe Storm,2007-07-24 00:00:00+00:00,2007-05-28 00:00:00+00:00,2007-06-02 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,5.0,57.0,Midwest,38,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,1.5,11.4,285.0,2199002.96,196.0,11219.402857142857,68283.78,14.603515070353831,0
52aa81f5-f4b6-4e48-b77a-fd579a909b6f,dcd8eff7985f728caeeb7a715fb83cf691f349cd,3276,FM,Drought,2007-07-31 00:00:00+00:00,2007-03-05 00:00:00+00:00,2007-11-02 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,2007,7,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,242.0,148.0,Other,20,0,0,0,0.15,0,0,0,0,0,0,0,0,0,1,36.3,3.0,35816.0,73991.65,1.0,73991.65,73991.65,11.211721042928994,2
512821ee-96a7-4879-bda6-c46d18edb2da,14311eb4090b7888afc7e655c8b29f8da6842813,1715,VT,Severe Storm,2007-08-03 00:00:00+00:00,2007-07-09 00:00:00+00:00,2007-07-11 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,2.0,25.0,Northeast,25,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.6,7.5,50.0,4762500.01,270.0,17638.888925925927,924319.63,15.37628351049056,1
ed039816-eb08-47ca-ac4d-9c88711b206a,284525d0bdc50d83da04ecfe041f6735683fc4a2,1716,ME,Severe Storm,2007-08-08 00:00:00+00:00,2007-07-11 00:00:00+00:00,2007-07-12 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,1.0,28.0,Northeast,45,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,13.5,28.0,1628206.51,22.0,74009.38681818183,1372875.01,14.30299028056685,1
37d1b932-ba7d-4ca3-b9ea-dfafe4ceeb31,79ef67578358a36701f7f49d3986ba828e10c7b1,3277,TX,Hurricane,2007-08-18 00:00:00+00:00,2007-08-17 00:00:00+00:00,2007-09-05 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,19.0,1.0,South,227,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,11.4,136.2,19.0,15132841.25,75.0,201771.21666666667,1722000.0,16.532377923376412,3
0d8fc3cd-69c1-4345-9e79-f6bbce7a2b74,bc163eb8a1a6c56dead1a63bbf0577130d9bbd43,3278,MN,Other,2007-08-21 00:00:00+00:00,2007-08-01 00:00:00+00:00,2007-08-15 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,14.0,20.0,Midwest,50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,280.0,3472568.81,55.0,63137.614727272725,615832.82,15.060405457080266,0
52d78794-d6b2-4afd-8efd-9c55d35aaaec,0f11f7436ee414867f451cd8b135c4c538928712,1717,MN,Severe Storm,2007-08-23 00:00:00+00:00,2007-08-18 00:00:00+00:00,2007-08-31 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,13.0,5.0,Midwest,51,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.9,15.299999999999999,65.0,30513559.41,932.0,32739.870611587983,1330965.0,17.2336817463773,0
dd0ffb30-28cd-46f7-bba8-0b8e495ff8b3,72cf84b77c8d45f6ebf837667b68fe6cc267fa55,1718,OK,Severe Storm,2007-08-24 00:00:00+00:00,2007-08-18 00:00:00+00:00,2007-09-12 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,25.0,6.0,South,101,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,7.5,30.299999999999997,150.0,15336180.27,1155.0,13278.078155844156,775962.88,16.54572538353865,3
4b1f360a-efd1-430d-95ae-015bfbecd6cd,d62d06edb87fef11bacd46cdbb1ab3a2ae201791,1719,WI,Severe Storm,2007-08-26 00:00:00+00:00,2007-08-18 00:00:00+00:00,2007-08-31 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,13.0,8.0,Midwest,37,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.9,11.1,104.0,9915705.74,660.0,15023.796575757577,434665.56,16.109630597274716,0
c911001f-8361-43d6-9727-70b3abcaf90c,e209f104155d3985dccbaf7e279ec711bf4fd760,1720,OH,Severe Storm,2007-08-27 00:00:00+00:00,2007-08-20 00:00:00+00:00,2007-08-28 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,8.0,7.0,Midwest,47,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,2.4,14.1,56.0,10489717.2,409.0,25647.230317848407,1339014.08,16.16590611633195,0
0fbe2b76-65e8-43bc-9557-9517e77c2f02,d5bba3299f6e242def093cd831fd19c4200b9846,1721,NE,Severe Storm,2007-08-29 00:00:00+00:00,2007-06-11 00:00:00+00:00,2007-06-16 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,5.0,79.0,Midwest,39,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,1.5,11.7,395.0,1251675.83,75.0,16689.011066666666,212149.05,14.03999467431951,0
cab9b736-2cb6-4967-80b9-eb0a5ab843ff,9d4208feba8478c0bc23d6f5ed53c5e8ac5f23c0,1723,OK,Severe Storm,2007-08-31 00:00:00+00:00,2007-05-24 00:00:00+00:00,2007-06-01 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,8,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,8.0,99.0,South,102,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,2.4,30.599999999999998,792.0,1228382.92,155.0,7925.051096774193,73829.57,14.021209977264494,3
6ffbf6a9-3822-4359-8b79-6ae263558f69,779ea5f118dbf746965a3f280e02ac8a2ef37ce5,1725,ND,Severe Storm,2007-09-07 00:00:00+00:00,2007-07-15 00:00:00+00:00,2007-07-15 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.0,54.0,Midwest,41,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.0,12.299999999999999,0.0,698192.84,12.0,58182.736666666664,603742.96,13.456252050927244,0
eaa0fee2-b01d-4292-b99d-83873ba45756,042333382a8d1fc2a3a1fc3ff2c8b0c1552ea2d4,1726,ND,Severe Storm,2007-09-07 00:00:00+00:00,2007-08-26 00:00:00+00:00,2007-08-27 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.0,12.0,Midwest,42,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,12.6,12.0,7650059.53,93.0,82258.70462365591,4487689.87,15.850224118189717,0
f9e57d83-080e-4419-aaf4-02fded2ac6fa,e74f84bd620060acc8b8a85e4740c4c55f93d026,1727,IA,Severe Storm,2007-09-14 00:00:00+00:00,2007-08-17 00:00:00+00:00,2007-09-05 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,19.0,28.0,Midwest,40,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,5.7,12.0,532.0,6020937.43,472.0,12756.223368644067,731974.31,15.6107536905182,0
8c8bfc6b-4173-481f-9506-f2fa7f7657ca,932ee0308eedcd8a66cfdf81b743190fd53f4c89,1728,MO,Severe Storm,2007-09-21 00:00:00+00:00,2007-08-19 00:00:00+00:00,2007-08-21 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,2.0,33.0,Midwest,44,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.6,13.2,66.0,5367749.12,293.0,18319.9628668942,178571.4,15.495919406624688,0
bc184579-7064-463b-a53d-aa4ee05648a2,dc10999cc7a275b586768c7886e78a90001db8cb,1729,IL,Severe Storm,2007-09-25 00:00:00+00:00,2007-08-20 00:00:00+00:00,2007-08-31 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,9,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,11.0,36.0,Midwest,48,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.3,14.399999999999999,396.0,16214910.28,452.0,35873.69530973451,1825799.42,16.60144182623156,0
0bbc1772-0bfb-487d-ab2c-e1daca3cacab,8f19cbcbb3a48fa8d1261a7d2ec9ca41edc306dd,1731,CA,Fire,2007-10-24 00:00:00+00:00,2007-10-21 00:00:00+00:00,2008-03-31 00:00:00+00:00,DR,2025-12-16T19:01:05.873Z,2007,10,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,162.0,3.0,West,165,0,0,0,0.3,1,0,0,0,0,0,0,0,0,0,48.6,49.5,486.0,137465712.67000002,715.0,192259.738,59918874.7,18.738885088849468,4
c1a00d45-fa13-4b0f-b1cc-599ef3bd6abf,da8271bc211f5b5632cec0ed5366d88c161606f4,1733,OR,Severe Storm,2007-12-08 00:00:00+00:00,2007-12-01 00:00:00+00:00,2007-12-17 00:00:00+00:00,DR,2026-04-27T16:41:14.533Z,2007,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,16.0,7.0,West,72,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,4.8,21.599999999999998,112.0,56069785.92,869.0,64522.19323360184,33338143.75,17.842107667842946,4
abe8caac-6870-476c-b619-b6e01a0d7213,a37267799f2148974b0a3dd72ed5e2d0897957f9,1734,WA,Severe Storm,2007-12-08 00:00:00+00:00,2007-12-01 00:00:00+00:00,2007-12-17 00:00:00+00:00,DR,2025-08-14T14:41:54.031Z,2007,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,16.0,7.0,West,90,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,4.8,27.0,112.0,61335357.03,1421.0,43163.51655876144,5962757.06,17.931867037718984,4
6b44efe0-9c58-4b13-a7b7-faafa5fb7888,e2c5094fbd558727a84fdf54f133c16460e359df,1735,OK,Severe Ice Storm,2007-12-18 00:00:00+00:00,2007-12-08 00:00:00+00:00,2008-01-03 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,26.0,10.0,South,104,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,7.8,31.2,260.0,99557918.68,1046.0,95179.65456978968,3197604.9,18.416250140106747,3
2b48c2d5-ecf0-4d05-b7fd-38e55bf245f0,3d0e3be096030433bf8807e1d5b9dc049ddfb744,1736,MO,Severe Ice Storm,2007-12-27 00:00:00+00:00,2007-12-06 00:00:00+00:00,2007-12-15 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2007,12,4,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,9.0,21.0,Midwest,46,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,2.6999999999999997,13.799999999999999,189.0,24948743.74,705.0,35388.2889929078,1022817.86,17.032334067874114,0
1265f041-2390-40b7-be88-c86050a0f7d1,a91a65ea7cf1332c625089ddd803e73d62c65728,1737,IA,Severe Ice Storm,2008-01-04 00:00:00+00:00,2007-12-10 00:00:00+00:00,2007-12-11 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,25.0,Midwest,41,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0.3,12.299999999999999,25.0,28052065.580000002,747.0,37552.96597054887,1406887.5,17.14957286208543,0
4860e12a-1e27-44d6-bc10-e0783efd0143,fc90ac14ee048a70016e00205eea967742ec01c8,1738,NV,Severe Storm,2008-01-08 00:00:00+00:00,2008-01-05 00:00:00+00:00,2008-01-10 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,5.0,3.0,West,66,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,1.5,19.8,15.0,1112379.14,28.0,39727.826428571425,186097.09,13.922012547892392,4
5e4eaac4-97e7-4b77-a460-3e1bd668654e,358576953c75ff9f715b88bee5588b827bab2cba,1739,NE,Severe Ice Storm,2008-01-11 00:00:00+00:00,2007-12-10 00:00:00+00:00,2007-12-12 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,2.0,32.0,Midwest,40,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0.6,12.0,64.0,2895288.73,92.0,31470.529673913043,839461.34,14.878595743428942,0
48928641-6e63-4005-8545-832c74d762b1,be4c1be7e0ba6f3371835393e9a8b020d6facfc9,1740,IN,Severe Storm,2008-01-30 00:00:00+00:00,2008-01-07 00:00:00+00:00,2008-03-14 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,2008,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,67.0,23.0,Midwest,40,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,20.099999999999998,12.0,1541.0,4977755.8,334.0,14903.460479041916,410610.0,15.4204899057544,0
88c5e730-9c30-4e9f-88f2-da5d972b3c64,2e8c657f4e2ad63a86452afc6cc6f944e64f885c,1741,KS,Severe Storm,2008-02-01 00:00:00+00:00,2007-12-06 00:00:00+00:00,2007-12-19 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,13.0,57.0,Midwest,40,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,3.9,12.0,741.0,227086533.09,1248.0,181960.3630528846,10517709.88,19.240841710249512,0
79bff931-b49a-4d86-96ac-acd4051686aa,a9b2cd943a1bc1014e19145cb0f95e0d90575903,1742,MO,Severe Storm,2008-02-05 00:00:00+00:00,2008-01-07 00:00:00+00:00,2008-01-10 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,29.0,Midwest,47,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.8999999999999999,14.1,87.0,1334506.76,96.0,13901.112083333333,160532.07,14.104073062721762,0
8143e8e3-cfc8-470e-aa5d-28fe80cbec02,9947ecfbb5d1a9daba43355121f0f6943187deb9,1743,HI,Severe Storm,2008-02-06 00:00:00+00:00,2007-12-04 00:00:00+00:00,2007-12-07 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,3.0,64.0,West,39,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.8999999999999999,11.7,192.0,2629570.0,69.0,38109.710144927536,250702.28,14.782331272978059,4
7234f8cd-f7d0-4b1b-9808-4802349fa4f9,e03f3149aa00fe6efbc0be6376e0a53e5fcfcc28,1744,AR,Severe Storm,2008-02-07 00:00:00+00:00,2008-02-05 00:00:00+00:00,2008-02-12 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,2008,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,7.0,2.0,South,48,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,2.1,14.399999999999999,14.0,4912916.3,235.0,20906.026808510636,1181961.15,15.407378478116785,3
df41f9d7-2f0c-4c14-ae04-555a7982eae8,0a3be80488af5cf20ca080cb80779bc2b4655f5f,1745,TN,Severe Storm,2008-02-07 00:00:00+00:00,2008-02-05 00:00:00+00:00,2008-02-06 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,2008,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,2.0,South,46,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,13.799999999999999,2.0,15633642.31,231.0,67678.10523809525,2255588.25,16.564935772483597,3
73be3d40-d33a-4a20-9d9b-35702982af68,60f2f2e049325a599477d26683c0e3153e11afff,1746,KY,Severe Storm,2008-02-21 00:00:00+00:00,2008-02-05 00:00:00+00:00,2008-02-06 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,2008,2,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,16.0,South,54,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.3,16.2,16.0,4765349.85,241.0,19773.23589211618,744894.58,15.37688172299992,3
0ba16d99-afcc-42ed-99f7-c824a8b5e46d,9aa6aacf3ed592db12fd060af45c0c959f79fb94,1748,MO,Severe Ice Storm,2008-03-12 00:00:00+00:00,2008-02-10 00:00:00+00:00,2008-02-14 00:00:00+00:00,DR,2024-08-27T18:22:14.800Z,2008,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,4.0,31.0,Midwest,48,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,1.2,14.399999999999999,124.0,10068998.77,221.0,45561.08040723982,1850857.26,16.124971932055363,0
65b449ef-b3b4-4cfa-83b2-4d8e71720800,d44cf04c97875d00ed37fd31e56b5713445be6e8,3283,IL,Snowstorm,2008-03-13 00:00:00+00:00,2008-02-05 00:00:00+00:00,2008-02-06 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,2008,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,37.0,Midwest,50,0,0,0,0.15,0,0,0,0,0,1,0,0,0,0,0.15,7.5,37.0,5212295.23,318.0,16390.865503144654,388019.96,15.466531051759112,0
a0547a49-ff4b-43e6-8436-87c95bca8cc3,ac080a973bca23fa1ae95dbf6dc1dff0f3797ca5,1749,MO,Severe Storm,2008-03-19 00:00:00+00:00,2008-03-17 00:00:00+00:00,2008-05-09 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,2008,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,53.0,2.0,Midwest,49,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,15.899999999999999,14.7,106.0,26045574.54,1995.0,13055.425834586465,515544.0,17.075358466824742,0
8b88e11d-595f-4ca4-a4ea-1bc98145c251,8bad37d32da9b12e1d326a9d20b9ab915cdff3c6,3285,WI,Snowstorm,2008-03-19 00:00:00+00:00,2008-02-05 00:00:00+00:00,2008-02-06 00:00:00+00:00,EM,2024-08-27T18:22:14.800Z,2008,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,43.0,Midwest,38,0,0,0,0.15,0,0,0,0,0,1,0,0,0,0,0.15,5.7,43.0,8638598.92,467.0,18498.070492505354,679665.31,15.971751081353023,0
50bad387-2c97-483c-99ea-d5dc8cfd9df6,0e82f46554dd25e72d8bd57479b36639898f3506,1750,GA,Severe Storm,2008-03-20 00:00:00+00:00,2008-03-14 00:00:00+00:00,2008-03-16 00:00:00+00:00,DR,2026-07-20T21:43:12.371Z,2008,3,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,2.0,6.0,South,44,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0.6,13.2,12.0,3505637.41,97.0,36140.59185567011,1890524.68,15.06988320451822,3
